"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"GESTOR","","Asistente","Cadetería - Cobranzas","Hace 2 semanas "," Para obras de construcción. inscripción y gestión de obras de construcción an tes BPS, MTSS, administración de personal altas y bajas en  obra e industr ...",2018-12-11 14:30:22
"CARPINTERO","","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," Para hacer sillas a destajo",2018-12-11 14:30:22
"VISITADORES MEDICOS","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Medicos enfermeros para una propuesta de trabajo muy seria.",2018-12-11 14:30:22
"VENDEDOR VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," VENDEDOR/A, nueva empresa internacional de joyería x catalogo,sistema multinivel. Excelentes comisiones., .",2018-12-11 14:30:22
"AUXILIAR CONTABLE","","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 2 semanas "," Importante Estudio Contable busca estudiantes de las carreras de Cont ador Público o Lic. en Administración cursando 2do o 3er año. Con o sin experiencia ...",2018-12-11 14:30:22
"MARKETING Y PUBLICIDAD","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Emprendedores Emprendedores",2018-12-11 14:30:22
"ADMINISTRATIVO","","Auxiliar","Administración - Secretariado","Hace 2 semanas "," para estudio contable con conocimientos de liquidacion de sueldos y man ejo de Worky.Excluyente: experiencia en el cargo y conocimientos administrativos.",2018-12-11 14:30:22
"RECEPCIONISTA","","Auxiliar","Administración - Secretariado","Hace 2 semanas "," para estudio  contable, hasta 35 años,  excluyente: experiencia en el cargo y conocimientos administrativos.  Buena presencia.",2018-12-11 14:30:22
"ENCUESTADOR","","Auxiliar","Marketing - Publicidad","Hace 2 semanas "," Ambos sexos para via publica para importante institucion",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," Con libreta  Sin limite de carga Para reparto de huevos",2018-12-11 14:30:22
"CONFITERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," CONFITERO con experiencia",2018-12-11 14:30:22
"EMPRENDEDORES","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Instala tu propio negocio Baja inversión Alta rentabilidad Disponibles barrios: Peñarol, Malvín Norte, Cerro Colón, Unión y otros ",2018-12-11 14:30:22
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," De pintura para el interior.",2018-12-11 14:30:22
"AUXILIAR DE DEPOSITO Y VENTAS","","Auxiliar","Logística - Distribución","Hace 2 semanas "," Con libreta de auto o moto.",2018-12-11 14:30:22
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 2 semanas "," sin experiencia , nocturno.",2018-12-11 14:30:22
"TURNANTE","","Auxiliar","Salud","Hace 2 semanas "," Sexo femenino con experiencia",2018-12-11 14:30:22
"PORTERO","","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","  se busca personal masculino mayor de 50 años para trabajar en portería de edificio, no puede ser jubilado de industria y comercio.",2018-12-11 14:30:22
"PEÓN","TEREFEL SA","Peon","Servicios - Oficios","Hace 2 semanas ","CARGA Y DESCARGA ASIDUIDAD, PUNTUALIDAD Y RESPONSABILIDAD EN LA TAREA ASIGNADA",2018-12-11 14:30:22
"COCINERO/ PIZZERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Para restaurante.",2018-12-11 14:30:22
"AYUDANTE DE ARQUITECTO","","Asistente","Construcción - Arquitectura","Hace 2 semanas "," o estudiante de arquitectura con 3° año aporbado Al postularse indicar aspiraciones salariales",2018-12-11 14:30:22
"AYUDANTE DE DEPOSITO","","Auxiliar","Logística - Distribución","Hace 2 semanas "," AYUDANTE deposito y pedidos, dinámica, prolija.. Sueldo nominal $ 15.000",2018-12-11 14:30:22
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," sepa pies. con experiencia",2018-12-11 14:30:22
"PORTERO","","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas "," Para cine. De 25 a 35 años.",2018-12-11 14:30:22
"LIMPIAVIDRIOS","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Con herramientas y experiencia. De Lunes a Viernes de 9 a 17 hrs. Disponibilidad horaria. ",2018-12-11 14:30:22
"TECNICO EN AIRE ACONDICIONADO","","Técnico / Especialista","Producción","Hace 2 semanas "," Con libreta de conducir. Con experiencia y referencias.",2018-12-11 14:30:22
"CHAPISTA","","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," Con experiencia para servicio oficial",2018-12-11 14:30:22
"SERENO","","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas "," PARKING necesita Suplente turnante para cubrir azuetos y licencias del personal efectivo. Pref. jubilado (no Ind. y Com.) CV",2018-12-11 14:30:22
"CADETE CON MOTO","","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas "," Para todas las noches Con conocimiento de zona Centro, Pocitos Malvin",2018-12-11 14:30:22
"TECNICO ELECTRICISTA","","Asistente","Producción","Hace 2 semanas "," Con experiencia con libreta de conducir.",2018-12-11 14:30:22
"ATENCION MOSTRADOR","","Auxiliar","Atención al cliente","Hace 2 semanas "," En Parque del Plata disponibilidad horaria",2018-12-11 14:30:22
"AUXILIAR","","Auxiliar","Producción","Hace 2 semanas "," Auxiliar para reparacion de herramientas varias y mantenimiento, rubro ferreteria.",2018-12-11 14:30:22
"ELECTRICISTA","","Técnico / Especialista","Construcción - Arquitectura","Hace 2 semanas "," Tecnicos en alarma con empresa factura con IVA  ",2018-12-11 14:30:22
"ASISTENTE COMMERCE","","Asistente","Administración - Secretariado","Hace 2 semanas "," Buscamos una persona joven y dinámica que  posea experiencia previa atención  cliente de manera on line y en tiendas oficiales. Se valorara experiencia  e ...",2018-12-11 14:30:22
"COMMUNITY MANAGER","","Analista","Arte - Diseño - Comunicación","Hace 2 semanas "," Manager Nuestra búsqueda se orienta a personas entre 20 y 30 años con fo rmación técnica en Diseño Web y/o Grafico. Será necesario  contar con previa ex ...",2018-12-11 14:30:22
"DEPILACIÓN, MANICURÍA, COSMETOLOGÍA Y MASAJE","Fernando Ortíz","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","Buscamos para incorporar a nuestro equipo especialista para tareas de gabinete: Depilación, manicuría, cosmetología y masaje. Postulates envíen cv con aspi ...",2018-12-11 14:30:22
"ADMINISTRATIVA","","Auxiliar","Administración - Secretariado","Hace 2 semanas "," De 25 a 50 años con experienica",2018-12-11 14:30:22
"VNDEDOR DE PLAZA","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Para ferretería. Experiencia en rubro y libreta conducir. Mayor de 40 años.",2018-12-11 14:30:22
"VENDEDOR PARA IMPORTANTE AUTOMOTORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Vendedor Sólo con experiencia en ventas para automotora.",2018-12-11 14:30:22
"JEFE DE ADMINISTRACIÓN Y FINANZAS","Auren","Jefe","Administración - Secretariado","Hace 2 semanas ","Auren Capital humano selecciona para empresa retail de gran trayectoria Jefe de Administración y Finanzas.  Orientamos la búsqueda a personas con formació ...",2018-12-11 14:30:22
"ACOMPAÑANTE EN DOMICILIO","Birsul","Auxiliar","Salud","Hace 2 semanas ","Acompañante en domicilio de persona mayor, para tareas domésticas (cocina, limpieza, etc.) Puntualidad, buena presencia, buen trato personal. Se busca pref ...",2018-12-11 14:30:22
"CORTADOR","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Zona Buceo",2018-12-11 14:30:22
"CUIDADORA","","Auxiliar","Salud","Hace 2 semanas "," Para seña mayor, de 20 hs a 10 am, mensual, inutil sin experiencia con adultos mayores. ",2018-12-11 14:30:22
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Femenina, mayores de 35 años Para empresa internacional, podrás independizarte económicamente, con tiempo libre rubro calidad de vida",2018-12-11 14:30:22
"VETERINARIO Y ESTUDIANTE AVANZADO","","Auxiliar","Agroindustria","Hace 2 semanas ","  para clinica de pequeños.  ",2018-12-11 14:30:22
"FIAMBRERA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Para días domingos de 10:00 a 20:00 horas Para autoservicio en Punta Carretas",2018-12-11 14:30:22
"EMPLEADO","La Boutique del Automovil","Auxiliar","Servicios - Oficios","Hace 2 semanas ","Auxiliar para Lavadero de vehiculos. Aspirado Secado Lavado Terminacion de vehiculos",2018-12-11 14:30:22
"GESTOR TELEFÓNICO","Pronto!","Asistente","Cadetería - Cobranzas","Hace 2 semanas ","Contrato temporal por 3 meses de diciembre a marzo -De qué se trata? Brindar información, asesorar y gestionar a nuestros clientes en forma telefónica, aco ...",2018-12-11 14:30:22
"VENDEDOR","Balina S.A.","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Vendedor de mostrador materiales eléctricos e iluminación Vendedor mercadolibre Armado de pedidos  Búsqueda de clientes  Control de stock Asesoramiento Ven ...",2018-12-11 14:30:22
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," De Salón Requisitos: Perfil comercial, dinámico/a y proactivo/a. Manejo de PC. Con alguna formación en ingeniería. Se ofrece: Oportunidad de integrarse a ...",2018-12-11 14:30:22
"COCINERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Elaborar y preparar platos de la carta, así como preparaciones, salsas, mise en place y todo lo necesario . Carnes, pescados, mariscos, pastas, ensaladas,  ...",2018-12-11 14:30:22
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Experiente. Atienda súper y otros. Que esté hoy activo, que desee mejorar su sueldo y con viáticos. Alimentos especiales. No presentarse sin tener conocim ...",2018-12-11 14:30:22
"PISTEROS","","Auxiliar","Atención al cliente","Hace 2 semanas "," Contar con experiencia Se valorará proximidad en la zona Al postularse adjuntar foto",2018-12-11 14:30:22
"BRUSHINISTA (2) EXPERIENTES PARA SALÓN SOBRE 18","","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","aprox $18/25mil BRUSHINISTA (2) Experientes p/Gran Salón Kerastas s/ 18 de Julio ",2018-12-11 14:30:22
"AUXILIAR","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Con buena manipulación para tareas varias.  Con libreta de conducir. Hasta 26 años.  Referencias.",2018-12-11 14:30:22
"VENDEDORES/AS","Boyerco","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","IMPORTANTE IMPORTADORA DE PAPEL HIGIÉNICO Y PRODUCTOS DE LIMPIEZA Y LINEA INSTITUCIONAL. BUSCA VENDEDORES/AS EMPRENDEDORAS SIN LIMITE DE EDAD CON EXPERIENC ...",2018-12-11 14:30:22
"SANITARIO","","Técnico / Especialista","Construcción - Arquitectura","Hace 2 semanas "," Sanitario electricista que viva en Maldonado ingreso inmediato con referencias",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," CHOFER de taxi se busca c/experiencia para turno diurno. Buen coch e, relevo puerta a puerta y trato directo con propietario",2018-12-11 14:30:22
"INSTALADOR PRACTICO","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," En electricidad, cámaras y telefonía. Sueldo liquido $ 18.000.",2018-12-11 14:30:22
"PEON","","Peon","Logística - Distribución","Hace 2 semanas "," PEON p/ deposito, c/ exp. en preparación de pedidos y control, agil y habil en cuentas.",2018-12-11 14:30:22
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," VENDEDORA para importadora mayorista c/ experiencia en venta al público. Manejo de web y office.",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," Nuestra busqueda se orienta a personas que posean experiencia previa en tareas de manejo de vehiculos carga y descarga.   Buscamos experiencia como chof ...",2018-12-11 14:30:22
"ATENCION MOSTRADOR","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Sandwicheria y rotiseria",2018-12-11 14:30:22
"AUXILIAR CONTABLE","Estudio contable","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 2 semanas ","Estudio contable. UTU o similar. Sexo Femenino. $ 15.000 líquidos, lunes a viernes 9:15 a 18 hs. .",2018-12-11 14:30:22
"AUXILIAR CONTABLE PART-TIME","Contador Público","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 2 semanas ","Auxiliar contable part-time para apoyo a Contador Público. Estudiante CCEE (hasta 1er año), EDA, UTU o curso auxiliar contable finalizado. Lunes a Viernes  ...",2018-12-11 14:30:22
"MAESTRA ESPECIALIZADA","","Profesional","Educación - Recreación - Deportes","Hace 2 semanas "," Para turno vespertino",2018-12-11 14:30:22
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Para Pan dulce budines y rosquitas de anis",2018-12-11 14:30:22
"LIMPIEZA NOCTURNA","Importante empresa","Peon","Producción","Hace 2 semanas ","Nos encontramos en la búsqueda de un LIMPIADOR para la Planta de Elaboración. Es imprescindible contar con experiencia comprobada de 1 año como mínimo,en t ...",2018-12-11 14:30:22
"AUXILIAR ADMINISTRAITIVA","","Auxiliar","Administración - Secretariado","Hace 2 semanas ","AUXILIAR ADMINISTRATIVA para Supermercado con experiencia en el rubro y  conocimientos del Programa Scanntech AUXILIAR ADMINISTRATIVA para Supermercado con ...",2018-12-11 14:30:22
"ROTISERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Cocinero masculino Con experiencia",2018-12-11 14:30:22
"JEFE DE MARLETING","Importante empresa","Jefe","Marketing - Publicidad","Hace 2 semanas ","Requisitos: Profesional de las carreras de Licenciado en Marketing, Comunicación, Diseño de Modas o carreras afines. Sólida experiencia y conocimientos téc ...",2018-12-11 14:30:22
"DIRECTOR DE MARKETING","Importante empresa","Gerente","Marketing - Publicidad","Hace 2 semanas ","Nuestra búsqueda se orienta a egresados de las carreras de Marketing, Comunicación o carreras afines, para liderar y planificar  el Departamento de Marketi ...",2018-12-11 14:30:22
"MECÁNICO/AUXILIADOR DE MOTOS","UPA.MOTOS auxilio","Técnico / Especialista","Producción","Hace 2 semanas ","mecánico- auxiliador de motos con libretas de conducir A y G2. Con experiencia 8 horas, horario rotativo, puesto fijo.",2018-12-11 14:30:22
"PARRILLERO, PLANCHERO, COCINERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","LIMPIEZA, PRODUCCION, ELABORACION, ETC PUNTUALIDAD, HIGIENE, TRABAJO EN EQUIPO, ELABORACION, CONTROL STOCK, ETC",2018-12-11 14:30:22
"REPARTIDOR","","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas "," Con moto Seguro y papeles al día",2018-12-11 14:30:22
"PLANCHERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Con experiencia y referencias",2018-12-11 14:30:22
"AYUDANTE DE CONFITERIA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," De confitero 35 a 40 años, para confiteria fina",2018-12-11 14:30:22
"AYUDANTE DE SANDWICHERIA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," De confitero 35 a 40 años, para confiteria fina",2018-12-11 14:30:22
"LIMPIADOR","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Ambos sexos, de 20 a 30 años Trabajo efectivo 8 hr diarias",2018-12-11 14:30:22
"DISEÑADOR GRÁFICO WEB","Importante empresa","Analista","Arte - Diseño - Comunicación","Hace 2 semanas ","Perfil del candidato: •	Diseñador gráfico con manejo de Photoshop, Ilustrator, CorelDraw •	Edición HTML •	Conocimiento de frameworks, cms o gestores de co ...",2018-12-11 14:30:22
"ARQUITECTO, DIBUJANTE","Gestionarte","Técnico / Especialista","Construcción - Arquitectura","Hace 2 semanas ","Arquitecto, dibujante, ayudante técnico Arquitecto , dibujante, ayudante técnico con experiencia en trámites ante la IMM y Dirección Nacional de bomberos. ...",2018-12-11 14:30:22
"PERLUQUERA","","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," Completa con experiencia",2018-12-11 14:30:22
"OFICIAL PINTOR","","Medio Oficial","Servicios - Oficios","Hace 2 semanas "," para  autos con experiencia y referencias.",2018-12-11 14:30:22
"TOP SYSTEMS: FULL STACK DEVELOPER","ADVICE","Analista","Tecnologías de la información","Hace 1 semana ","Personas con formación en carreras vinculadas al área de Sistemas. Deberán contar con manejo de inglés y portugués a nivel intermedio (no excluyente). Será ...",2018-12-11 14:30:22
"TÉCNICO EN ELECTRÓNICA, ELECTRICIDAD Y ELECTROMECÁNICA","Importante empresa","Técnico / Especialista","Producción","Hace 1 semana ","Orientamos la busqueda a personas con formación técnica en electrónica, electricidad y electromecánica, (UTU o similar - excluyente), con buen manejo de in ...",2018-12-11 14:30:22
"ACOMODADOR DE AUTOS","Importante empresa","Peon","Servicios - Oficios","Hace 1 semana ","Pistero para estacionamiento, libreta de conducer vigente, disponibilidad horaria diurna. Edad enter 25 y 35 años y experiencia comprobable en el rubro. Co ...",2018-12-11 14:30:22
"CONFITERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Con experiencia  ",2018-12-11 14:30:22
"ANALISTA DE SUPPLY CHAIN","ADVICE","Analista","Logística - Distribución","Hace 1 semana ","Tendrá dentro de sus responsabilidades la creación, actualización y seguimiento de los embarques, control de documentación e interacción con todos los agen ...",2018-12-11 14:30:22
"COCINAERAS Y AUXILIAR DE MANTENIMIENTO","","Auxiliar","Salud","Hace 2 semanas ","HOGAR 3era edad aux mantenimiento concocimientos electricidad sanitaria acreditar exp HOGAR 3era edad aux mantenimiento concocimientos electricidad sanitar ...",2018-12-11 14:30:22
